names,seqnames,start,end,LOCATION,GENEID,PRECEDEID,FOLLOWID,symbol,APM11_numCs,APM12_numCs,APM19_numCs,APM20_numCs,APM11_coverage,APM12_coverage,APM19_coverage,APM20_coverage,p.value,ratioAPM11,ratioAPM12,ratioAPM19,ratioAPM20,meanES,meanB1DMSO24h,beta
chr4_146240350,chr4,146240350,146240350,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""433791"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""21938"", ""21941"", ""236069"", ""433801"", ""545700"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,6,5,25,51,108,100,62,130,8.86E-05,0.055555556,0.05,0.403225806,0.392307692,0.052777778,0.397766749,0.344988972
chr4_146430995,chr4,146430995,146430995,intron,433791,character(0),character(0),Zfp992,29,30,77,143,750,549,434,759,8.13E-05,0.038666667,0.054644809,0.177419355,0.188405797,0.046655738,0.182912576,0.136256838
chr4_146432038,chr4,146432038,146432038,intron,433791,character(0),character(0),Zfp992,26,17,58,109,293,191,149,301,4.10E-05,0.088737201,0.089005236,0.389261745,0.362126246,0.088871218,0.375693995,0.286822777
chr4_146475894,chr4,146475894,146475894,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,25,17,57,96,251,182,117,199,2.18E-05,0.099601594,0.093406593,0.487179487,0.48241206,0.096504094,0.484795774,0.38829168
chr4_146475895,chr4,146475895,146475895,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,16,10,47,81,161,122,90,167,4.42E-05,0.099378882,0.081967213,0.522222222,0.48502994,0.090673048,0.503626081,0.412953034
chr4_146475956,chr4,146475956,146475956,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,59,48,99,159,274,210,160,248,2.05E-05,0.215328467,0.228571429,0.61875,0.641129032,0.221949948,0.629939516,0.407989568
chr4_146483465,chr4,146483465,146483465,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,584,433,509,815,1619,1126,1003,1587,9.32E-05,0.360716492,0.384547069,0.507477567,0.513547574,0.37263178,0.510512571,0.13788079
chr4_146483787,chr4,146483787,146483787,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,12,7,43,71,363,263,208,375,6.49E-05,0.033057851,0.02661597,0.206730769,0.189333333,0.02983691,0.198032051,0.168195141
chr4_146483820,chr4,146483820,146483820,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,16,9,60,91,463,351,258,484,9.40E-05,0.034557235,0.025641026,0.23255814,0.188016529,0.030099131,0.210287334,0.180188204
chr4_146483851,chr4,146483851,146483851,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,163,118,184,299,577,433,336,596,7.27E-05,0.282495667,0.272517321,0.547619048,0.501677852,0.277506494,0.52464845,0.247141956
chr4_146483961,chr4,146483961,146483961,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,89,72,111,199,591,439,325,600,7.37E-05,0.150592217,0.164009112,0.341538462,0.331666667,0.157300664,0.336602564,0.1793019
chr4_146484013,chr4,146484013,146484013,intergenic,NA,"c(""100041433"", ""100043034"", ""195531"", ""67524"", ""71270"")","c(""100041379"", ""101056073"", ""236069"", ""433791"", ""433801"", ""626316"", ""627585"", ""667666"", ""70005"")",NA,42,36,74,152,380,277,199,402,4.59E-05,0.110526316,0.129963899,0.371859296,0.378109453,0.120245107,0.374984375,0.254739267
chr4_146502013,chr4,146502013,146502013,fiveUTR,100041433,character(0),character(0),Zfp981,119,76,110,248,703,497,318,648,7.95E-05,0.169274538,0.152917505,0.34591195,0.382716049,0.161096021,0.364314,0.203217978
chr4_146502013,chr4,146502013,146502013,promoter,100041433,character(0),character(0),Zfp981,119,76,110,248,703,497,318,648,7.95E-05,0.169274538,0.152917505,0.34591195,0.382716049,0.161096021,0.364314,0.203217978
chr4_146502021,chr4,146502021,146502021,fiveUTR,100041433,character(0),character(0),Zfp981,20,13,61,88,317,225,173,302,8.25E-05,0.063091483,0.057777778,0.352601156,0.291390728,0.06043463,0.321995942,0.261561312
chr4_146502021,chr4,146502021,146502021,promoter,100041433,character(0),character(0),Zfp981,20,13,61,88,317,225,173,302,8.25E-05,0.063091483,0.057777778,0.352601156,0.291390728,0.06043463,0.321995942,0.261561312
chr4_146502022,chr4,146502022,146502022,fiveUTR,100041433,character(0),character(0),Zfp981,32,27,94,185,720,508,331,672,1.03E-05,0.044444444,0.053149606,0.283987915,0.275297619,0.048797025,0.279642767,0.230845742
chr4_146502022,chr4,146502022,146502022,promoter,100041433,character(0),character(0),Zfp981,32,27,94,185,720,508,331,672,1.03E-05,0.044444444,0.053149606,0.283987915,0.275297619,0.048797025,0.279642767,0.230845742
chr4_146514831,chr4,146514831,146514831,intron,100041433,character(0),character(0),Zfp981,12,8,63,105,450,319,245,470,2.73E-05,0.026666667,0.02507837,0.257142857,0.223404255,0.025872518,0.240273556,0.214401038
chr4_146514831,chr4,146514831,146514831,promoter,100041433,character(0),character(0),Zfp981,12,8,63,105,450,319,245,470,2.73E-05,0.026666667,0.02507837,0.257142857,0.223404255,0.025872518,0.240273556,0.214401038
chr4_146514883,chr4,146514883,146514883,intron,100041433,character(0),character(0),Zfp981,20,12,70,95,511,353,262,449,9.12E-05,0.039138943,0.033994334,0.267175573,0.211581292,0.036566639,0.239378432,0.202811793
chr4_146514883,chr4,146514883,146514883,promoter,100041433,character(0),character(0),Zfp981,20,12,70,95,511,353,262,449,9.12E-05,0.039138943,0.033994334,0.267175573,0.211581292,0.036566639,0.239378432,0.202811793
chr4_146514884,chr4,146514884,146514884,intron,100041433,character(0),character(0),Zfp981,26,13,110,214,980,783,541,1029,1.19E-05,0.026530612,0.01660281,0.203327172,0.207968902,0.021566711,0.205648037,0.184081326
chr4_146514884,chr4,146514884,146514884,promoter,100041433,character(0),character(0),Zfp981,26,13,110,214,980,783,541,1029,1.19E-05,0.026530612,0.01660281,0.203327172,0.207968902,0.021566711,0.205648037,0.184081326
chr4_146514919,chr4,146514919,146514919,intron,100041433,character(0),character(0),Zfp981,13,7,57,89,547,362,277,486,3.09E-05,0.023765996,0.019337017,0.205776173,0.183127572,0.021551506,0.194451873,0.172900366
chr4_146514919,chr4,146514919,146514919,promoter,100041433,character(0),character(0),Zfp981,13,7,57,89,547,362,277,486,3.09E-05,0.023765996,0.019337017,0.205776173,0.183127572,0.021551506,0.194451873,0.172900366
chr4_146514920,chr4,146514920,146514920,intron,100041433,character(0),character(0),Zfp981,18,17,101,190,1169,932,636,1182,5.95E-06,0.015397776,0.018240343,0.158805031,0.160744501,0.01681906,0.159774766,0.142955707
chr4_146514920,chr4,146514920,146514920,fiveUTR,100041433,character(0),character(0),Zfp981,18,17,101,190,1169,932,636,1182,5.95E-06,0.015397776,0.018240343,0.158805031,0.160744501,0.01681906,0.159774766,0.142955707
chr4_146514920,chr4,146514920,146514920,promoter,100041433,character(0),character(0),Zfp981,18,17,101,190,1169,932,636,1182,5.95E-06,0.015397776,0.018240343,0.158805031,0.160744501,0.01681906,0.159774766,0.142955707
chr4_146515117,chr4,146515117,146515117,intron,100041433,character(0),character(0),Zfp981,38,23,139,235,1205,897,586,1128,1.13E-05,0.03153527,0.025641026,0.237201365,0.208333333,0.028588148,0.222767349,0.194179202
chr4_146515117,chr4,146515117,146515117,promoter,100041433,character(0),character(0),Zfp981,38,23,139,235,1205,897,586,1128,1.13E-05,0.03153527,0.025641026,0.237201365,0.208333333,0.028588148,0.222767349,0.194179202
chr4_146515435,chr4,146515435,146515435,intron,100041433,character(0),character(0),Zfp981,80,54,144,306,941,674,543,962,8.75E-05,0.08501594,0.080118694,0.26519337,0.318087318,0.082567317,0.291640344,0.209073027
chr4_146515530,chr4,146515530,146515530,intron,100041433,character(0),character(0),Zfp981,39,22,96,168,635,446,348,609,1.62E-05,0.061417323,0.049327354,0.275862069,0.275862069,0.055372339,0.275862069,0.22048973
chr4_146515588,chr4,146515588,146515588,intron,100041433,character(0),character(0),Zfp981,43,30,71,133,364,264,187,352,3.51E-05,0.118131868,0.113636364,0.379679144,0.377840909,0.115884116,0.378760027,0.262875911
chr4_146740854,chr4,146740854,146740854,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,15,11,63,90,773,543,478,776,4.62E-05,0.019404916,0.020257827,0.131799163,0.115979381,0.019831371,0.123889272,0.104057901
chr4_146740867,chr4,146740867,146740867,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,44,23,192,258,805,560,505,797,3.80E-05,0.054658385,0.041071429,0.38019802,0.323713927,0.047864907,0.351955974,0.304091067
chr4_146740895,chr4,146740895,146740895,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,28,22,183,250,840,564,529,836,1.42E-05,0.033333333,0.039007092,0.345935728,0.299043062,0.036170213,0.322489395,0.286319182
chr4_146740899,chr4,146740899,146740899,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,54,27,183,257,838,556,538,841,1.89E-05,0.064439141,0.048561151,0.340148699,0.305588585,0.056500146,0.322868642,0.266368496
chr4_146740926,chr4,146740926,146740926,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,25,27,141,211,842,551,547,848,3.08E-05,0.029691211,0.049001815,0.257769653,0.248820755,0.039346513,0.253295204,0.213948691
chr4_146740955,chr4,146740955,146740955,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,42,34,133,206,759,467,483,751,2.04E-05,0.055335968,0.072805139,0.275362319,0.274300932,0.064070554,0.274831625,0.210761072
chr4_146741143,chr4,146741143,146741143,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,12,10,39,79,207,136,103,194,5.56E-05,0.057971014,0.073529412,0.378640777,0.407216495,0.065750213,0.392928636,0.327178423
chr4_146741294,chr4,146741294,146741294,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,326,241,280,451,706,501,399,665,5.80E-05,0.461756374,0.481037924,0.701754386,0.678195489,0.471397149,0.689974937,0.218577788
chr4_146750404,chr4,146750404,146750404,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,20,14,51,99,150,114,82,161,2.54E-05,0.133333333,0.122807018,0.62195122,0.614906832,0.128070175,0.618429026,0.49035885
chr4_146750414,chr4,146750414,146750414,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,11,8,46,81,152,108,85,159,2.98E-05,0.072368421,0.074074074,0.541176471,0.509433962,0.073221248,0.525305216,0.452083969
chr4_146750417,chr4,146750417,146750417,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,15,9,37,74,153,107,82,160,6.30E-05,0.098039216,0.08411215,0.451219512,0.4625,0.091075683,0.456859756,0.365784073
chr4_146750446,chr4,146750446,146750446,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,4,4,35,56,170,102,74,144,8.97E-05,0.023529412,0.039215686,0.472972973,0.388888889,0.031372549,0.430930931,0.399558382
chr4_146750448,chr4,146750448,146750448,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,19,11,36,69,170,106,74,141,6.08E-05,0.111764706,0.103773585,0.486486486,0.489361702,0.107769145,0.487924094,0.380154949
chr4_146750472,chr4,146750472,146750472,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,21,14,40,86,172,113,68,135,3.45E-05,0.122093023,0.123893805,0.588235294,0.637037037,0.122993414,0.612636166,0.489642751
chr4_146750555,chr4,146750555,146750555,intergenic,NA,"c(""100043034"", ""100503584"", ""112422"", ""195531"", ""433804"", ""71270"")","c(""100041433"", ""236069"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"", ""70005"")",NA,13,12,29,59,147,102,55,110,7.58E-05,0.088435374,0.117647059,0.527272727,0.536363636,0.103041216,0.531818182,0.428776965
chr4_146904762,chr4,146904762,146904762,intron,NA,character(0),character(0),NA,9,4,45,105,354,301,197,382,6.97E-05,0.025423729,0.013289037,0.228426396,0.27486911,0.019356383,0.251647753,0.23229137
chr4_146904762,chr4,146904762,146904762,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,9,4,45,105,354,301,197,382,6.97E-05,0.025423729,0.013289037,0.228426396,0.27486911,0.019356383,0.251647753,0.23229137
chr4_146904792,chr4,146904792,146904792,intron,NA,character(0),character(0),NA,7,10,42,67,324,279,178,309,7.62E-05,0.021604938,0.035842294,0.235955056,0.216828479,0.028723616,0.226391768,0.197668151
chr4_146904792,chr4,146904792,146904792,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,7,10,42,67,324,279,178,309,7.62E-05,0.021604938,0.035842294,0.235955056,0.216828479,0.028723616,0.226391768,0.197668151
chr4_146909977,chr4,146909977,146909977,intron,NA,character(0),character(0),NA,17,13,37,75,444,343,226,412,9.89E-05,0.038288288,0.037900875,0.163716814,0.182038835,0.038094581,0.172877825,0.134783243
chr4_146909977,chr4,146909977,146909977,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,17,13,37,75,444,343,226,412,9.89E-05,0.038288288,0.037900875,0.163716814,0.182038835,0.038094581,0.172877825,0.134783243
chr4_146933307,chr4,146933307,146933307,intron,NA,character(0),character(0),NA,21,21,42,95,184,155,93,193,7.60E-05,0.114130435,0.135483871,0.451612903,0.492227979,0.124807153,0.471920441,0.347113288
chr4_146933307,chr4,146933307,146933307,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,21,21,42,95,184,155,93,193,7.60E-05,0.114130435,0.135483871,0.451612903,0.492227979,0.124807153,0.471920441,0.347113288
chr4_146933369,chr4,146933369,146933369,intron,NA,character(0),character(0),NA,94,71,82,169,256,202,110,247,8.82E-05,0.3671875,0.351485149,0.745454545,0.684210526,0.359336324,0.714832536,0.355496212
chr4_146933369,chr4,146933369,146933369,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,94,71,82,169,256,202,110,247,8.82E-05,0.3671875,0.351485149,0.745454545,0.684210526,0.359336324,0.714832536,0.355496212
chr4_146941611,chr4,146941611,146941611,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,16,12,51,98,158,117,85,162,2.00E-05,0.101265823,0.102564103,0.6,0.604938272,0.101914963,0.602469136,0.500554173
chr4_146941646,chr4,146941646,146941646,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,13,5,52,88,157,115,87,157,4.57E-05,0.082802548,0.043478261,0.597701149,0.560509554,0.063140404,0.579105352,0.515964947
chr4_146972148,chr4,146972148,146972148,intron,NA,character(0),character(0),NA,22,11,49,110,469,329,228,426,9.32E-05,0.046908316,0.03343465,0.214912281,0.258215962,0.040171483,0.236564122,0.196392639
chr4_146972148,chr4,146972148,146972148,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,22,11,49,110,469,329,228,426,9.32E-05,0.046908316,0.03343465,0.214912281,0.258215962,0.040171483,0.236564122,0.196392639
chr4_146972349,chr4,146972349,146972349,intron,NA,character(0),character(0),NA,27,17,73,153,776,577,416,750,3.37E-05,0.034793814,0.029462738,0.175480769,0.204,0.032128276,0.189740385,0.157612108
chr4_146972349,chr4,146972349,146972349,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,27,17,73,153,776,577,416,750,3.37E-05,0.034793814,0.029462738,0.175480769,0.204,0.032128276,0.189740385,0.157612108
chr4_146972400,chr4,146972400,146972400,intron,NA,character(0),character(0),NA,19,12,56,101,1075,773,563,962,3.25E-05,0.017674419,0.015523933,0.09946714,0.104989605,0.016599176,0.102228373,0.085629197
chr4_146972400,chr4,146972400,146972400,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,19,12,56,101,1075,773,563,962,3.25E-05,0.017674419,0.015523933,0.09946714,0.104989605,0.016599176,0.102228373,0.085629197
chr4_146972478,chr4,146972478,146972478,intron,NA,character(0),character(0),NA,44,22,142,205,1157,851,597,1014,5.36E-05,0.038029386,0.025851939,0.237855946,0.202169625,0.031940663,0.220012786,0.188072123
chr4_146972478,chr4,146972478,146972478,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,44,22,142,205,1157,851,597,1014,5.36E-05,0.038029386,0.025851939,0.237855946,0.202169625,0.031940663,0.220012786,0.188072123
chr4_146972528,chr4,146972528,146972528,intron,NA,character(0),character(0),NA,25,15,58,103,833,629,402,741,3.98E-05,0.030012005,0.023847377,0.144278607,0.13900135,0.026929691,0.141639978,0.114710287
chr4_146972528,chr4,146972528,146972528,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,25,15,58,103,833,629,402,741,3.98E-05,0.030012005,0.023847377,0.144278607,0.13900135,0.026929691,0.141639978,0.114710287
chr4_146973003,chr4,146973003,146973003,intron,NA,character(0),character(0),NA,47,39,111,192,870,647,466,772,1.29E-05,0.054022989,0.060278207,0.238197425,0.248704663,0.057150598,0.243451044,0.186300446
chr4_146973003,chr4,146973003,146973003,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,47,39,111,192,870,647,466,772,1.29E-05,0.054022989,0.060278207,0.238197425,0.248704663,0.057150598,0.243451044,0.186300446
chr4_146973005,chr4,146973005,146973005,intron,NA,character(0),character(0),NA,59,37,113,182,872,653,470,776,2.00E-05,0.06766055,0.056661562,0.240425532,0.234536082,0.062161056,0.237480807,0.175319751
chr4_146973005,chr4,146973005,146973005,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,59,37,113,182,872,653,470,776,2.00E-05,0.06766055,0.056661562,0.240425532,0.234536082,0.062161056,0.237480807,0.175319751
chr4_146975930,chr4,146975930,146975930,intron,NA,character(0),character(0),NA,6,8,50,91,380,306,201,401,3.63E-05,0.015789474,0.026143791,0.248756219,0.226932668,0.020966632,0.237844444,0.216877811
chr4_146975930,chr4,146975930,146975930,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,6,8,50,91,380,306,201,401,3.63E-05,0.015789474,0.026143791,0.248756219,0.226932668,0.020966632,0.237844444,0.216877811
chr4_146976091,chr4,146976091,146976091,intron,NA,character(0),character(0),NA,38,19,72,147,544,419,270,579,7.95E-05,0.069852941,0.045346062,0.266666667,0.25388601,0.057599502,0.260276339,0.202676837
chr4_146976091,chr4,146976091,146976091,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,38,19,72,147,544,419,270,579,7.95E-05,0.069852941,0.045346062,0.266666667,0.25388601,0.057599502,0.260276339,0.202676837
chr4_146976142,chr4,146976142,146976142,intron,NA,character(0),character(0),NA,45,31,102,189,899,778,518,1015,2.52E-05,0.050055617,0.039845758,0.196911197,0.186206897,0.044950688,0.191559047,0.146608359
chr4_146976142,chr4,146976142,146976142,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,45,31,102,189,899,778,518,1015,2.52E-05,0.050055617,0.039845758,0.196911197,0.186206897,0.044950688,0.191559047,0.146608359
chr4_146976634,chr4,146976634,146976634,intron,NA,character(0),character(0),NA,20,14,54,81,903,700,491,852,8.07E-05,0.022148394,0.02,0.109979633,0.095070423,0.021074197,0.102525028,0.081450831
chr4_146976634,chr4,146976634,146976634,intergenic,NA,"c(""100041677"", ""100043034"", ""100503584"", ""112422"", ""14349"", ""170731"", ""18822"", ""195531"", ""242747"", ""277692"", ""28010"", ""433804"", ""71270"", ""77034"")","c(""100041433"", ""433791"", ""626316"", ""627585"", ""667666"", ""67524"")",NA,20,14,54,81,903,700,491,852,8.07E-05,0.022148394,0.02,0.109979633,0.095070423,0.021074197,0.102525028,0.081450831
chr4_147022827,chr4,147022827,147022827,intron,100043034,character(0),character(0),Rex2,43,36,148,289,772,530,417,788,5.13E-06,0.055699482,0.067924528,0.354916067,0.366751269,0.061812005,0.360833668,0.299021663
chr4_147022827,chr4,147022827,147022827,intron,NA,character(0),character(0),NA,43,36,148,289,772,530,417,788,5.13E-06,0.055699482,0.067924528,0.354916067,0.366751269,0.061812005,0.360833668,0.299021663
chr4_147025763,chr4,147025763,147025763,intron,100043034,character(0),character(0),Rex2,26,14,59,93,280,188,154,260,5.40E-05,0.092857143,0.074468085,0.383116883,0.357692308,0.083662614,0.370404595,0.286741981
chr4_147025763,chr4,147025763,147025763,intron,NA,character(0),character(0),NA,26,14,59,93,280,188,154,260,5.40E-05,0.092857143,0.074468085,0.383116883,0.357692308,0.083662614,0.370404595,0.286741981
chr4_147025941,chr4,147025941,147025941,intron,100043034,character(0),character(0),Rex2,155,101,238,370,1359,943,824,1329,1.12E-05,0.114054452,0.107104984,0.288834951,0.278404816,0.110579718,0.283619884,0.173040166
chr4_147025941,chr4,147025941,147025941,intron,NA,character(0),character(0),NA,155,101,238,370,1359,943,824,1329,1.12E-05,0.114054452,0.107104984,0.288834951,0.278404816,0.110579718,0.283619884,0.173040166
chr4_147026660,chr4,147026660,147026660,intron,100043034,character(0),character(0),Rex2,148,120,314,567,1403,973,808,1423,4.44E-06,0.105488239,0.123329908,0.388613861,0.39845397,0.114409073,0.393533916,0.279124842
chr4_147026660,chr4,147026660,147026660,intron,NA,character(0),character(0),NA,148,120,314,567,1403,973,808,1423,4.44E-06,0.105488239,0.123329908,0.388613861,0.39845397,0.114409073,0.393533916,0.279124842
